Foto, Nimi, Vanus, Reiting, Palk, Reputatsioon, Motivatsioon, Riik
<img src="https://cdn.sofifa.org/players/4/19/243764.png">,B. Kavanagh,17,57,1,1,Keskmine,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/220981.png">,J. Vall,25,57,1,1,K&otilde;rge,Sweden
<img src="https://cdn.sofifa.org/players/4/19/225845.png">,N. Araya,19,57,1,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/239926.png">,F. Brandhof,21,57,2,1,Keskmine,Denmark
<img src="https://cdn.sofifa.org/players/4/19/227895.png">,K. Twardek,21,57,1,1,Keskmine,Canada
<img src="https://cdn.sofifa.org/players/4/19/239927.png">,O. Ottesen,19,57,1,1,Keskmine,Denmark
<img src="https://cdn.sofifa.org/players/4/19/199480.png">,P. O'Conor,30,57,1,1,Madal,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/242488.png">,Y. Zabaleta,21,57,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/245816.png">,K. Stanek,18,57,1,1,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/226105.png">,J. McKay,21,57,5,1,Keskmine,Scotland
<img src="https://cdn.sofifa.org/players/4/19/234297.png">,S. Dahlstr&ouml;m,21,57,1,1,Keskmine,Finland
<img src="https://cdn.sofifa.org/players/4/19/245049.png">,M. Isaza,23,57,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/243258.png">,J. Barrett,18,57,2,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/243259.png">,H. Spratt,18,57,2,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/243260.png">,J. De Smet,19,57,1,1,Keskmine,Belgium
<img src="https://cdn.sofifa.org/players/4/19/246077.png">,K. Sheppard,24,57,1,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/232767.png">,M. Ju&aacute;rez,21,57,2,1,Madal,Argentina
<img src="https://cdn.sofifa.org/players/4/19/234815.png">,R. Senhadji,21,57,1,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/246335.png">,F. Navarro,18,57,1,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/235072.png">,K. Lynch,26,57,1,1,K&otilde;rge,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/240192.png">,M. Ranmark,22,57,1,1,Keskmine,Norway
<img src="https://cdn.sofifa.org/players/4/19/236358.png">,K. Flanagan,18,57,3,1,Keskmine,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/245318.png">,H. Yal&ccedil;?ntekin,20,57,2,1,Madal,Turkey
<img src="https://cdn.sofifa.org/players/4/19/226120.png">,J. Rondeel,23,57,1,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/243273.png">,A. Al Qahtani,19,57,1,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/244042.png">,M. Djitt&eacute;,18,57,2,1,Keskmine,Senegal
<img src="https://cdn.sofifa.org/players/4/19/232267.png">,Lu Yao,25,57,2,1,Madal,China PR
<img src="https://cdn.sofifa.org/players/4/19/208460.png">,J. Montgomery,24,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/233804.png">,T. Bakinson,19,57,3,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/242252.png">,M. Lenes,22,57,1,1,Keskmine,Norway
<img src="https://cdn.sofifa.org/players/4/19/237645.png">,J. Jim&eacute;nez,20,57,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/241997.png">,Yan Peng,23,57,2,1,Keskmine,China PR
<img src="https://cdn.sofifa.org/players/4/19/203598.png">,J. Oswell,25,57,2,1,Madal,England
<img src="https://cdn.sofifa.org/players/4/19/244558.png">,I. Dom&iacute;nguez,18,57,1,1,Keskmine,Mexico
<img src="https://cdn.sofifa.org/players/4/19/245070.png">,J. Debrah,18,57,1,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/240208.png">,R. Bennett,27,57,2,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/244048.png">,L. Coordes,19,57,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/244816.png">,B. Avramovic,20,57,1,1,Keskmine,Serbia
<img src="https://cdn.sofifa.org/players/4/19/243281.png">,O. Younger,18,57,3,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/245329.png">,I. J&ouml;nsson,19,57,1,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/246353.png">,R. Musaba,17,57,1,1,K&otilde;rge,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/246609.png">,J. Requena,19,57,1,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/165458.png">,C. Kenna,33,57,1,1,Madal,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/236882.png">,Altamirano,21,57,2,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/239698.png">,N. Amamoo,20,57,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/244306.png">,S. Graham,17,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/245074.png">,Choi Young Eun,22,57,1,1,Keskmine,Korea Republic
<img src="https://cdn.sofifa.org/players/4/19/234324.png">,L. Bilboe,20,57,2,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/237652.png">,C. Vel&aacute;squez,20,57,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/241236.png">,A. Semenyo,18,57,3,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/243540.png">,M. Demb&eacute;l&eacute;,19,57,2,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/239445.png">,L. White,19,57,1,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/239958.png">,N. Leemhuis,20,57,1,1,K&otilde;rge,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/238167.png">,P. Boevink,20,57,1,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/242007.png">,C. Whelan,20,57,2,1,Keskmine,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/233048.png">,T. Dele-Bashiru,18,57,6,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/228953.png">,R. Rosenqvist,21,57,1,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/236890.png">,D. Genreau,19,57,1,1,Keskmine,Australia
<img src="https://cdn.sofifa.org/players/4/19/237659.png">,J. Tabinas,19,57,1,1,K&otilde;rge,Philippines
<img src="https://cdn.sofifa.org/players/4/19/238171.png">,J. Hope,20,57,1,1,Keskmine,Australia
<img src="https://cdn.sofifa.org/players/4/19/232540.png">,R. Takahashi,24,57,1,1,Madal,Japan
<img src="https://cdn.sofifa.org/players/4/19/244060.png">,P. Harant,19,57,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/244830.png">,M. Trejo,19,57,1,1,Madal,Mexico
<img src="https://cdn.sofifa.org/players/4/19/162911.png">,R. Henry,34,57,2,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/244831.png">,J. Ch&aacute;vez,21,57,1,1,K&otilde;rge,Mexico
<img src="https://cdn.sofifa.org/players/4/19/244320.png">,L. Br&uuml;ggemeier,20,57,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/245088.png">,M. Al Haeti,22,57,2,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/246112.png">,N. Djouahra,18,57,2,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/238177.png">,A. Hartigan,18,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/244065.png">,V. Glaentzlin,20,57,1,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/242531.png">,J. Kitolano,16,57,1,1,Keskmine,Norway
<img src="https://cdn.sofifa.org/players/4/19/244067.png">,M. Lacroix,18,57,1,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/233060.png">,Y. Khormi,20,57,2,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/244580.png">,F. Moreno,20,57,3,1,Keskmine,Mexico
<img src="https://cdn.sofifa.org/players/4/19/225382.png">,A. Campion,28,57,1,1,Madal,France
<img src="https://cdn.sofifa.org/players/4/19/231526.png">,Y. Andzouana,21,57,3,1,Keskmine,Congo
<img src="https://cdn.sofifa.org/players/4/19/237926.png">,J. Mahon,18,57,1,1,Keskmine,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/245606.png">,O. Yaman,18,57,1,1,Madal,Turkey
<img src="https://cdn.sofifa.org/players/4/19/237929.png">,A. Simpson,19,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/241259.png">,Li Yingjian,27,57,2,1,Madal,China PR
<img src="https://cdn.sofifa.org/players/4/19/245355.png">,U. Yaz??l?,19,57,1,1,Madal,Turkey
<img src="https://cdn.sofifa.org/players/4/19/227948.png">,F. Kelleher,22,57,1,1,Keskmine,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/235884.png">,O. Krusnell,19,57,1,1,K&otilde;rge,Sweden
<img src="https://cdn.sofifa.org/players/4/19/244076.png">,Y. Otto,19,57,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/237933.png">,B. Fleming,18,57,2,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/244077.png">,L. B&uuml;rger,18,57,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/224622.png">,Sun Le,28,57,2,1,Keskmine,China PR
<img src="https://cdn.sofifa.org/players/4/19/225134.png">,A. Bass,20,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/234095.png">,Y. Dieudonne,21,57,2,1,Keskmine,Ivory Coast
<img src="https://cdn.sofifa.org/players/4/19/237423.png">,J. Graham,20,57,2,1,Madal,England
<img src="https://cdn.sofifa.org/players/4/19/239729.png">,A. Wolniewicz,25,57,1,1,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/220530.png">,D. Lavercombe,21,57,3,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/233842.png">,S. Osorio,21,57,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/239474.png">,B. Cam,18,57,1,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/223091.png">,R. Donelon,22,57,1,1,K&otilde;rge,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/234611.png">,C. Fogacci,21,57,1,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/245363.png">,C. Fermina,18,57,1,1,Madal,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/239989.png">,T. Vancooten,20,57,1,1,Keskmine,Guyana
<img src="https://cdn.sofifa.org/players/4/19/245365.png">,R. El Hankouri,17,57,1,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/237430.png">,R. Suzuki,24,57,1,1,Keskmine,Japan
<img src="https://cdn.sofifa.org/players/4/19/240502.png">,O. &Ouml;zdemir,20,57,1,1,Keskmine,Turkey
<img src="https://cdn.sofifa.org/players/4/19/22391.png">,R. Cretaro,36,57,1,1,Keskmine,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/193911.png">,S. Paul,31,57,0,1,Keskmine,India
<img src="https://cdn.sofifa.org/players/4/19/194679.png">,M. Halstead,27,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/237176.png">,R. Schofield,18,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/239480.png">,S. H&auml;rtel,19,57,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/239736.png">,T. Trueba,22,57,1,1,Keskmine,Mexico
<img src="https://cdn.sofifa.org/players/4/19/235897.png">,A. Obaid,22,57,2,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/226429.png">,A. Coote,20,57,4,1,Keskmine,Scotland
<img src="https://cdn.sofifa.org/players/4/19/242558.png">,R. Solan,20,57,3,1,Madal,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/227967.png">,Chen Anqi,25,57,1,1,Keskmine,China PR
<img src="https://cdn.sofifa.org/players/4/19/234111.png">,D. Turnbull,18,57,1,1,Keskmine,Scotland
<img src="https://cdn.sofifa.org/players/4/19/241279.png">,A. Edqvist,19,57,1,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/242047.png">,S. Al Selouli,20,57,3,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/243583.png">,E. Ngwatala,25,57,1,1,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/222848.png">,A. Samuel,22,57,1,1,K&otilde;rge,Wales
<img src="https://cdn.sofifa.org/players/4/19/240768.png">,H. Gilmour,19,57,1,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/241024.png">,M. Ruiz D&iacute;az,21,57,2,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/245376.png">,M. M?y?ski,17,57,1,1,K&otilde;rge,Poland
<img src="https://cdn.sofifa.org/players/4/19/245632.png">,Morro,17,57,1,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/246400.png">,D. O'Connor,21,57,1,1,Keskmine,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/240514.png">,M. Johnstone,19,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/243842.png">,N. Cadden,21,57,1,1,Keskmine,Scotland
<img src="https://cdn.sofifa.org/players/4/19/245379.png">,Y. Toure,17,57,3,1,Keskmine,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/237188.png">,N. Bishop,18,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/244612.png">,L. Mart&iacute;nez,19,57,1,1,Keskmine,Mexico
<img src="https://cdn.sofifa.org/players/4/19/213893.png">,L. John,24,57,2,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/224645.png">,Sun Jungang,22,57,2,1,Keskmine,China PR
<img src="https://cdn.sofifa.org/players/4/19/232325.png">,M. Al Mutlaq,20,57,3,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/232837.png">,A. Suljic,20,57,1,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/236677.png">,I. Tapia,19,57,1,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/231046.png">,J. Eastwood,21,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/240262.png">,J. Brimmer,20,57,1,1,Keskmine,Australia
<img src="https://cdn.sofifa.org/players/4/19/234631.png">,S. Gr&oslash;nning,21,57,1,1,K&otilde;rge,Denmark
<img src="https://cdn.sofifa.org/players/4/19/244104.png">,D. Williams,24,57,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/244616.png">,A. D&iacute;az,18,57,2,1,Madal,Mexico
<img src="https://cdn.sofifa.org/players/4/19/246408.png">,B. Chibani,19,57,1,1,Keskmine,Belgium
<img src="https://cdn.sofifa.org/players/4/19/240777.png">,L. Ranieri,19,57,3,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/243593.png">,A. Laurient&eacute;,19,57,2,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/231562.png">,J. Meneses,34,57,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/242061.png">,T. Ogiwara,18,57,1,1,K&otilde;rge,Japan
<img src="https://cdn.sofifa.org/players/4/19/2702.png">,K. Ellison,39,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/234894.png">,E. Bohinen,19,57,1,1,Keskmine,Norway
<img src="https://cdn.sofifa.org/players/4/19/237710.png">,A. Fletcher,19,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/232335.png">,M. Najjar,23,57,3,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/242319.png">,E. Zehir,20,57,2,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/241296.png">,Zeng Shuai,24,57,1,1,Keskmine,China PR
<img src="https://cdn.sofifa.org/players/4/19/232081.png">,R. Laryea,23,57,1,1,K&otilde;rge,Canada
<img src="https://cdn.sofifa.org/players/4/19/239762.png">,M. Sip?ak,22,57,1,1,Keskmine,Slovakia
<img src="https://cdn.sofifa.org/players/4/19/242322.png">,M. Miller,22,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/223379.png">,O. Johansson,23,57,1,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/221588.png">,A. Mondal,28,57,0,1,Madal,India
<img src="https://cdn.sofifa.org/players/4/19/229269.png">,Z. Westbrooke,21,57,1,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/240533.png">,K. Pagliuca,21,57,2,1,Keskmine,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/226454.png">,B. Hall,21,57,4,1,Keskmine,Northern Ireland
<img src="https://cdn.sofifa.org/players/4/19/239510.png">,M. K&ouml;bbing,21,57,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/240535.png">,E. Chapman,17,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/246423.png">,L. Orellano,18,57,1,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/233368.png">,R. Harker,18,57,4,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/231065.png">,L. Rogerson,20,57,1,1,K&otilde;rge,New Zealand
<img src="https://cdn.sofifa.org/players/4/19/229274.png">,L. Thomas,20,57,1,1,Keskmine,Wales
<img src="https://cdn.sofifa.org/players/4/19/243354.png">,P. Sander,20,57,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/155547.png">,J. Jensen,32,57,1,1,Keskmine,Denmark
<img src="https://cdn.sofifa.org/players/4/19/241307.png">,Jiang Wenjun,28,57,2,1,Keskmine,China PR
<img src="https://cdn.sofifa.org/players/4/19/244379.png">,A. Alibekov,20,57,1,1,Keskmine,Ukraine
<img src="https://cdn.sofifa.org/players/4/19/224413.png">,N. Giraldo,25,57,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/246429.png">,J. Mashart,18,57,1,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/237470.png">,D. Casey,20,57,1,1,Madal,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/213151.png">,C. Norman,22,57,1,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/228255.png">,N. Lema&icirc;tre,21,57,1,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/228767.png">,F. Ross,20,57,1,1,Keskmine,Scotland
<img src="https://cdn.sofifa.org/players/4/19/230815.png">,O. Kakay,20,57,1,1,K&otilde;rge,Sierra Leone
<img src="https://cdn.sofifa.org/players/4/19/233375.png">,D. Leahy,20,57,1,1,K&otilde;rge,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/246431.png">,R. Sottil,19,57,4,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/241314.png">,Li Haitao,22,57,2,1,Keskmine,China PR
<img src="https://cdn.sofifa.org/players/4/19/208291.png">,R. Allassani,22,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/213667.png">,D. Conroy,22,57,2,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/235939.png">,F. Zorba,20,57,1,1,Keskmine,Turkey
<img src="https://cdn.sofifa.org/players/4/19/242596.png">,T. Blackmon,21,57,1,1,Keskmine,United States
<img src="https://cdn.sofifa.org/players/4/19/239781.png">,T. Arndal,20,57,1,1,K&otilde;rge,Denmark
<img src="https://cdn.sofifa.org/players/4/19/245413.png">,M. Al Sufyani,19,57,2,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/237479.png">,B. Liddle,19,57,3,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/223912.png">,C. Oliver,20,57,4,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/245416.png">,N. Kariri,20,57,3,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/222121.png">,Xiang Hantian,22,57,2,1,Keskmine,China PR
<img src="https://cdn.sofifa.org/players/4/19/228009.png">,Lee Gyu Seong,24,57,1,1,K&otilde;rge,Korea Republic
<img src="https://cdn.sofifa.org/players/4/19/232362.png">,R. de Vos,22,57,1,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/236459.png">,M. Wasielewski,24,57,1,1,K&otilde;rge,Poland
<img src="https://cdn.sofifa.org/players/4/19/244141.png">,N. Simon,18,57,1,1,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/239534.png">,N. Kirk,20,57,2,1,Keskmine,Denmark
<img src="https://cdn.sofifa.org/players/4/19/242862.png">,S. Al Najrani,21,57,3,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/245167.png">,L. Lalruatthara,23,57,0,1,K&otilde;rge,India
<img src="https://cdn.sofifa.org/players/4/19/242352.png">,A. Attiah,21,57,2,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/244400.png">,K. Ademi,22,57,1,1,Keskmine,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/232113.png">,C. Gallego,29,57,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/228018.png">,Zhou Dadi,22,57,2,1,K&otilde;rge,China PR
<img src="https://cdn.sofifa.org/players/4/19/240562.png">,D. Adshead,16,57,1,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/231603.png">,J. Adelson,22,57,1,1,Keskmine,Australia
<img src="https://cdn.sofifa.org/players/4/19/231859.png">,C. Brown,26,57,1,1,Keskmine,United States
<img src="https://cdn.sofifa.org/players/4/19/246452.png">,S. Bouzar,18,57,1,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/220853.png">,J. Curran,21,57,1,1,Keskmine,Australia
<img src="https://cdn.sofifa.org/players/4/19/239797.png">,M. Lansing,24,57,1,1,Keskmine,United States
<img src="https://cdn.sofifa.org/players/4/19/242613.png">,D. Cayupil,20,57,1,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/245173.png">,O. Mireles,19,57,2,1,Madal,Mexico
<img src="https://cdn.sofifa.org/players/4/19/245685.png">,O. Valakari,18,57,1,1,Keskmine,Finland
<img src="https://cdn.sofifa.org/players/4/19/243894.png">,B. Stillhart,24,57,2,1,Keskmine,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/233655.png">,R. Holden,20,57,4,1,Keskmine,Northern Ireland
<img src="https://cdn.sofifa.org/players/4/19/243895.png">,D. Salanovic,22,57,2,1,Keskmine,Liechtenstein
<img src="https://cdn.sofifa.org/players/4/19/244407.png">,Pol Lozano,18,57,2,1,Madal,Spain
<img src="https://cdn.sofifa.org/players/4/19/235704.png">,S. Todd,20,57,1,1,Keskmine,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/242104.png">,A. Ordagi&#263;,25,57,1,1,Keskmine,Bosnia Herzegovina
<img src="https://cdn.sofifa.org/players/4/19/213690.png">,C. Evans,22,57,1,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/229050.png">,O. Buur Rasmussen,20,57,5,1,K&otilde;rge,Denmark
<img src="https://cdn.sofifa.org/players/4/19/234682.png">,J. Krasniqi,23,57,1,1,Keskmine,Kosovo
<img src="https://cdn.sofifa.org/players/4/19/239546.png">,C. Libertiaux,20,57,1,1,Keskmine,Belgium
<img src="https://cdn.sofifa.org/players/4/19/244922.png">,L. Migliorelli,20,57,1,1,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/231356.png">,M. Millar,21,57,1,1,K&otilde;rge,Australia
<img src="https://cdn.sofifa.org/players/4/19/232893.png">,K. Kitamoto,36,57,1,1,Madal,Japan
<img src="https://cdn.sofifa.org/players/4/19/241342.png">,Su Yuanjie,23,57,3,1,Keskmine,China PR
<img src="https://cdn.sofifa.org/players/4/19/228799.png">,M. Mejlstrup Pedersen,22,57,1,1,Keskmine,Denmark
<img src="https://cdn.sofifa.org/players/4/19/231615.png">,K. Gordon,20,57,4,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/243647.png">,A. Bay?nd?r,20,57,1,1,Keskmine,Turkey
<img src="https://cdn.sofifa.org/players/4/19/234944.png">,N. Helmbrecht,23,57,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/246464.png">,J. Theissen,20,57,2,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/186305.png">,O. Tejeda,29,57,1,1,Keskmine,Mexico
<img src="https://cdn.sofifa.org/players/4/19/225986.png">,D. Mottley-Henry,20,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/236994.png">,J. Hernandez,22,57,1,1,K&otilde;rge,Mexico
<img src="https://cdn.sofifa.org/players/4/19/245698.png">,S. Villarreal,18,57,2,1,Madal,Mexico
<img src="https://cdn.sofifa.org/players/4/19/240068.png">,S. Al Nabit,22,57,3,1,Madal,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/240580.png">,B. Folami,19,57,1,1,Keskmine,Australia
<img src="https://cdn.sofifa.org/players/4/19/244932.png">,K. Casta&ntilde;eda,18,57,2,1,K&otilde;rge,Mexico
<img src="https://cdn.sofifa.org/players/4/19/242117.png">,A. Ghareeb,21,57,4,1,K&otilde;rge,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/243141.png">,I. Jasarevic,22,57,1,1,Keskmine,Bosnia Herzegovina
<img src="https://cdn.sofifa.org/players/4/19/212167.png">,C. Vernam,21,57,2,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/233161.png">,Lee Rae Joon,21,57,1,1,Keskmine,Korea Republic
<img src="https://cdn.sofifa.org/players/4/19/240329.png">,B. Taz,19,57,2,1,Madal,Germany
<img src="https://cdn.sofifa.org/players/4/19/245449.png">,T. Mizutani,22,57,1,1,K&otilde;rge,Japan
<img src="https://cdn.sofifa.org/players/4/19/240074.png">,B. Dione,21,57,1,1,Keskmine,Belgium
<img src="https://cdn.sofifa.org/players/4/19/240586.png">,K. Al Shuwayie,22,57,4,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/235979.png">,A. Ram&iacute;rez,19,57,1,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/244683.png">,K. Kova&#269;evi&#263;,23,57,1,1,Madal,Croatia
<img src="https://cdn.sofifa.org/players/4/19/236748.png">,E. Sivertsen,27,57,1,1,Keskmine,Norway
<img src="https://cdn.sofifa.org/players/4/19/241356.png">,L. Ritson,19,57,2,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/227278.png">,G. Berggren,20,57,1,1,K&otilde;rge,Sweden
<img src="https://cdn.sofifa.org/players/4/19/241614.png">,J. Oksanen,17,57,2,1,Keskmine,Finland
<img src="https://cdn.sofifa.org/players/4/19/244174.png">,D. Parker,18,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/213967.png">,C. Mafoumbi,24,57,1,1,Keskmine,Congo
<img src="https://cdn.sofifa.org/players/4/19/236495.png">,A. Bolger,18,57,1,1,Keskmine,Republic of Ireland
